Placa;Data Hora Início;Data Hora Fim 2
FNO0G72;08/04/2024 7:30;12/04/2024 21:43
FNO0G72;08/04/2024 7:30;12/04/2024 21:43
HXD3204;12/04/2024 8:00;18/04/2024 8:30
HXD3204;12/04/2024 8:00;18/04/2024 8:30
HXD3204;12/04/2024 8:00;18/04/2024 8:30
HXD3204;12/04/2024 8:00;18/04/2024 8:30
RVX9A25;09/04/2024 8:00;18/04/2024 13:35
RVX9A25;09/04/2024 8:00;18/04/2024 13:35
RVX9A25;09/04/2024 8:00;18/04/2024 13:35
RVX9A25;09/04/2024 8:00;18/04/2024 13:35
RVX9A25;09/04/2024 8:00;18/04/2024 13:35
RVX9A25;09/04/2024 8:00;18/04/2024 13:35
RVX9A25;06/04/2024 9:30;16/04/2024 17:02
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GJK7I85;15/04/2024 8:00;26/04/2024 20:46
GAX8D33;03/04/2024 8:00;09/04/2024 17:53
GAX8D33;03/04/2024 8:00;09/04/2024 17:53
GAX8D33;03/04/2024 8:00;09/04/2024 17:53
OTV6959;15/04/2024 8:00;19/04/2024 12:38
OTV6959;15/04/2024 8:00;19/04/2024 12:38
OTV6959;15/04/2024 8:00;19/04/2024 12:38
OUM5F59;23/04/2024 7:30;29/04/2024 16:54
OUM5F59;23/04/2024 7:30;29/04/2024 16:54
QDA5B53;12/04/2024 8:00;18/04/2024 9:04
QDA5B53;12/04/2024 8:00;18/04/2024 9:04
QDA5B53;12/04/2024 8:00;18/04/2024 9:04
QDA5B53;12/04/2024 8:00;18/04/2024 9:04
EFO8G41;18/04/2024 8:00;25/04/2024 8:39
EFO8G41;18/04/2024 8:00;25/04/2024 8:39
EFO8G41;18/04/2024 8:00;25/04/2024 8:39
EFO8G41;18/04/2024 8:00;25/04/2024 8:39
EFO8G41;05/04/2024 8:00;08/04/2024 8:14
EFO8G41;26/04/2024 8:00;30/04/2024 8:25
EFO8G41;26/04/2024 8:00;30/04/2024 8:25
GJC3A58;05/04/2024 8:00;09/04/2024 17:29
GJC3A58;05/04/2024 8:00;09/04/2024 17:29
GJC3A58;02/04/2024 17:14;05/04/2024 13:43
RVX9A29;01/04/2024 8:00;04/04/2024 13:02
RVX9A29;01/04/2024 8:00;04/04/2024 13:02
RVX9A29;18/04/2024 8:00;19/04/2024 13:44
RVX9A29;03/04/2024 8:00;06/04/2024 7:42
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
OTV6929;12/04/2024 8:00;27/04/2024 9:28
FDS7B13;08/04/2024 12:00;15/04/2024 8:13
FDS7B13;08/04/2024 12:00;15/04/2024 8:13
FDS7B13;08/04/2024 12:00;15/04/2024 8:13
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
OTX3F97;19/04/2024 8:00;22/04/2024 8:30
OTX3F97;26/04/2024 10:20;30/04/2024 14:57
FPT5C72;27/04/2024 9:00;06/05/2024 6:57
FPT5C72;27/04/2024 9:00;06/05/2024 6:57
FHE6I65;26/04/2024 8:00;06/05/2024 8:10
FHE6I65;26/04/2024 8:00;06/05/2024 8:10
FHE6I65;26/04/2024 8:00;06/05/2024 8:10
